_id,execution_id,workflow,export_timestamp,raspberry_pi,summary.count,summary.mean_humidity,summary.mean_temp_c,summary.min_humidity,summary.max_humidity,summary.min_temp_c,summary.max_temp_c,summary.start_time,summary.end_time,metrics.task_B_task_duration,metrics.task_B_task_success,metrics.task_B_task_records_total,metrics.task_B_execution_start_timestamp,total_duration_seconds,raw_data_count,source_file,all_tasks_successful,energy_metrics_added_at,energy_monitoring.enabled,energy_monitoring.prometheus_url,energy_monitoring.sampling_interval_seconds,energy_monitoring.collection_duration_seconds,energy_monitoring.samples_count,energy_monitoring.raspberry_pi.power.mean_watts,energy_monitoring.raspberry_pi.power.max_watts,energy_monitoring.raspberry_pi.power.min_watts,energy_monitoring.raspberry_pi.power.std_watts,energy_monitoring.raspberry_pi.cpu.mean_percent,energy_monitoring.raspberry_pi.cpu.max_percent,energy_monitoring.raspberry_pi.ram.mean_percent,energy_monitoring.raspberry_pi.ram.max_percent,energy_monitoring.raspberry_pi.temperature.mean_celsius,energy_monitoring.raspberry_pi.temperature.max_celsius,energy_monitoring.raspberry_pi.energy.total_joules,energy_monitoring.raspberry_pi.energy.total_wh,energy_monitoring.pc.power.mean_watts,energy_monitoring.pc.power.max_watts,energy_monitoring.pc.power.min_watts,energy_monitoring.pc.power.std_watts,energy_monitoring.pc.cpu.mean_percent,energy_monitoring.pc.cpu.max_percent,energy_monitoring.pc.ram.mean_percent,energy_monitoring.pc.ram.max_percent,energy_monitoring.pc.temperature.mean_celsius,energy_monitoring.pc.temperature.max_celsius,energy_monitoring.pc.energy.total_joules,energy_monitoring.pc.energy.total_wh
6979111c324178372e34de2b,20260127_201725,DHT-Sensor-Capture-And-Preprocess,2026-01-27T19:25:16.388Z,192.168.1.50,150,55.09266666666667,25.35,40.3,69.7,20.2,29.9,1769541550.9573145,1769541849.2460654,19.5142,1,150,1769541886.1869028,19.5142,150,/tmp/fog_data_20260127_201725/sensor_output_20260127_201725_preprocessed.json,false,2026-01-27T19:25:23.720Z,true,http://localhost:9090,2,476.98021507263184,235,1.8593350972742828,2.24706480868663,1.45736550234886,0.1444257955162329,10.882689556509204,65.26666666666037,6.555616870865339,7.308655277192111,51.09742978723405,51.404,884.858976747146,0.24579416020754055,3.3659928382978723,7.490032,3.044941,0.7512943659605349,5.827981321839208,18.591666666670775,84.41458834113452,85.62367552312752,46.659574468085104,67,1599.6406674154673,0.4443446298376298
697914450f52f429c6ed9383,20260127_203007,DHT-Sensor-Capture-And-Preprocess,2026-01-27T19:38:45.418Z,192.168.1.50,150,55.92133333333334,24.980666666666664,40.1,69.9,20,29.9,1769542343.7260742,1769542642.0254283,20.6565,1,150,1769542693.8469522,20.6565,150,/tmp/fog_data_20260127_203007/sensor_output_20260127_203007_preprocessed.json,false,2026-01-27T19:38:52.763Z,true,http://localhost:9090,2,523.4595265388489,258,1.8500425522287445,2.5156361284066002,1.4577566901426202,0.18383010203140293,10.768936446173374,36.05000000000776,6.535918360209859,7.161958948282276,51.15178294573644,51.404,967.0360736703551,0.26862113157509865,3.858389534883721,7.939603,3.17325,0.8723820466480705,9.37173202614403,21.42500000001141,84.45796164300924,87.42874321529708,50.065891472868216,72,2015.557484611179,0.5598770790586608
6979170556e9d30de7c21e53,20260127_204250,DHT-Sensor-Capture-And-Preprocess,2026-01-27T19:50:29.680Z,192.168.1.50,150,54.530666666666676,25.144666666666666,40.3,69.9,20,30,1769543062.0214894,1769543360.315499,19.5647,1,150,1769543399.928096,19.5647,150,/tmp/fog_data_20260127_204250/sensor_output_20260127_204250_preprocessed.json,false,2026-01-27T19:50:36.652Z,true,http://localhost:9090,2,465.3109517097473,229,1.8534096283036805,2.2288963964410895,1.44482254280826,0.10787796393069957,9.758775811209823,35.6333333333411,6.546874043761276,6.8088800694530605,49.14342794759825,50.823,859.2763180179653,0.2386878661161015,3.5610571834061133,7.552073,3.180621,0.7798755474527012,7.525185185185441,19.874999999998806,84.0697378069063,85.61969747513294,49.81222707423581,72,1646.4519874105888,0.4573477742807191
6979195002375a50c3e74c90,20260127_205302,DHT-Sensor-Capture-And-Preprocess,2026-01-27T20:00:16.362Z,192.168.1.50,150,54.30533333333334,25.04333333333333,40.1,69.9,20.1,29.9,1769543654.6926086,1769543952.9812942,18.7641,1,150,1769543986.0208542,18.7641,150,/tmp/fog_data_20260127_205302/sensor_output_20260127_205302_preprocessed.json,false,2026-01-27T20:00:24.098Z,true,http://localhost:9090,2,439.8474566936493,217,1.7318569284575842,2.0390790347712797,1.36431274318202,0.12973272284322104,8.545813953488228,40.96666666666957,6.570899614841875,6.77961831824383,37.72140092165899,43.27,760.5315488177754,0.21125876356049317,3.5398688709677417,7.711118,3.178572,0.7471741510460906,7.572945736434476,19.67500000000655,77.34655577475093,84.9194473695726,47.944700460829495,70,1552.0745307920786,0.4311318141089107
69791c1f1233ac0a82c58444,20260127_210402,DHT-Sensor-Capture-And-Preprocess,2026-01-27T20:12:15.818Z,192.168.1.50,150,56.36466666666667,24.85,40.2,69.6,20,29.9,1769544361.833825,1769544660.1249669,18.6835,1,150,1769544706.3551805,18.6835,150,/tmp/fog_data_20260127_210402/sensor_output_20260127_210402_preprocessed.json,false,2026-01-27T20:12:22.893Z,true,http://localhost:9090,2,499.1770987510681,246,1.7703074686214528,2.18446221667144,1.36332307307592,0.15409218158512658,11.756625683060495,52.03333333333527,6.613247940002965,7.332684794741406,35.44439430894309,35.716,882.2696538231307,0.24507490383975855,3.4531870905349793,7.658657,3.004695,0.7629211458339227,7.10325788751744,19.158333333337694,76.6171988313077,77.81141438359862,46.22357723577236,65,1690.9247075415826,0.4697013076504396
69791f6366bc68461b0ea05d,20260127_211735,DHT-Sensor-Capture-And-Preprocess,2026-01-27T20:26:11.624Z,192.168.1.50,150,54.72399999999999,24.968000000000004,40.1,69.9,20,30,1769545196.8547559,1769545495.1409974,18.8791,1,150,1769545541.8607926,18.8791,150,/tmp/fog_data_20260127_211735/sensor_output_20260127_211735_preprocessed.json,false,2026-01-27T20:26:20.008Z,true,http://localhost:9090,2,522.5733461380005,258,1.8456531661184261,2.7959878547072603,1.3550507097232498,0.21804127737565393,11.602034120734775,41.33333333332606,6.629832673077423,7.352838583653732,43.28766666666667,47.337,964.7502740105648,0.2679861872251569,3.4348017635658916,7.360051,3.074518,0.7358170288638248,7.024411764705839,19.67500000000048,76.10868010380794,76.9868218635791,45.68604651162791,65,1792.773401813089,0.49799261161474695
697924f36e66955cb47c2e53,20260127_214114,DHT-Sensor-Capture-And-Preprocess,2026-01-27T20:49:55.920Z,192.168.1.50,150,54.91066666666666,25.152666666666665,40.3,69.8,20.1,30,1769546617.643485,1769546915.934506,17.7756,1,150,1769546966.7038643,17.7756,150,/tmp/fog_data_20260127_214114/sensor_output_20260127_214114_preprocessed.json,false,2026-01-27T20:50:05.506Z,true,http://localhost:9090,2,528.9150490760803,261,1.8687935028487983,2.25695631726748,1.4490006873778802,0.14925818383687045,14.02988281249999,65.56666666668511,6.635151647015386,7.468141510603998,49.43171647509578,50.242000000000004,988.0509701203922,0.27445860281122003,3.657743651340996,7.765325,3.029932,0.9570015937668653,8.370492866407474,22.874999999991502,73.29596084618346,77.49913761602403,47.70498084291188,66,1932.4665680730232,0.5367962689091731
6979279d4231f7d537d27e11,20260127_215338,DHT-Sensor-Capture-And-Preprocess,2026-01-27T21:01:17.632Z,192.168.1.50,150,55.95866666666667,24.98,40.1,69.6,20,29.9,1769547309.7132397,1769547607.9704454,18.9513,1,150,1769547647.7289813,18.9513,150,/tmp/fog_data_20260127_215338/sensor_output_20260127_215338_preprocessed.json,false,2026-01-27T21:01:24.250Z,true,http://localhost:9090,2,464.95530915260315,229,1.8227289422165989,2.26579848189991,1.44129748578864,0.1516054026732999,8.953083700440555,49.566666666675395,6.6848381360324565,7.312918578692795,50.315576419213976,50.823,845.1859834208216,0.23477388428356155,3.3586713973799127,7.421513,3.000185,0.7111216144425947,6.377876106194667,17.550000000004133,72.68820052621757,73.79972346883513,47.08733624454148,74,1554.0678597349959,0.43168551659305443
6979297df52dee0cba8dc580,20260127_220135,DHT-Sensor-Capture-And-Preprocess,2026-01-27T21:09:17.321Z,192.168.1.50,150,55.97533333333333,25.286666666666665,40.3,69.8,20.2,30,1769547791.2387776,1769548089.5271065,18.6522,1,150,1769548127.5846605,18.6522,150,/tmp/fog_data_20260127_220135/sensor_output_20260127_220135_preprocessed.json,false,2026-01-27T21:09:23.824Z,true,http://localhost:9090,2,467.11021614074707,230,1.922569673746621,3.3572492599769497,1.46887769632743,0.2925421247737727,10.222613803230807,74.73333333333964,6.658572572513198,7.225714684360662,51.32569130434783,51.985,895.5417353826957,0.24876159316185992,3.388121734782609,7.134909,3.030151,0.7296267431459452,6.574305555555968,18.291666666670295,72.72627291420504,73.96094807112978,47.03913043478261,67,1574.2420791015147,0.43728946641708744
69792c13dbe552218cbd8fdf,20260127_221235,DHT-Sensor-Capture-And-Preprocess,2026-01-27T21:20:19.311Z,192.168.1.50,150,53.98,25.41133333333333,40.1,69.9,20.2,29.9,1769548447.0545266,1769548745.3410373,19.5984,1,150,1769548789.4013038,19.5984,150,/tmp/fog_data_20260127_221235/sensor_output_20260127_221235_preprocessed.json,false,2026-01-27T21:20:25.434Z,true,http://localhost:9090,2,467.5406451225281,231,1.855984970272785,2.30517322972683,1.45058799565136,0.1607321249447124,8.988032305433281,47.300000000007756,6.705946756951345,7.383844412749596,51.38387878787879,51.404,867.8767072692125,0.2410768631303368,3.5181209913419917,7.744721,3.057803,0.9561730448291432,6.67736535662285,21.825000000001936,73.03915439620296,74.6863735375701,48.099567099567096,72,1641.537010572115,0.45598250293669856
